p31,period,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,mon,tue,wed,thu,fri,sat,sun,target_mood,p7,p30,p3,p6,p2,p16,p1,p32,p17,p28,p23,p14,p12,p9,p26,p27,p19,p15,p5,p20,p24,p13,p33,p29,p25,p8
1.0,t = 10-13,7.199999999999999,0.55,0.7499999999999999,0.28932475528338597,30233.238999128353,20.0,5.0,8745.717000000031,7369.225999999998,794.77,229.922,,227.77800000000002,159.7610000000001,372.6740000000002,556.9499999999999,,1269.008,,0,0,0,0,1,1,1,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,t = 11-14,6.666666666666665,0.43333333333333335,0.6916666666666665,0.23918902805830192,23631.80699944495,12.0,5.0,3905.9849999999983,3608.7589999999946,828.1329999999999,77.40399999999998,,47.713000000000044,276.39400000000006,551.9500000000002,413.53399999999993,,343.4670000000001,,1,0,0,0,0,1,1,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,t = 12-15,6.666666666666665,0.4166666666666667,0.6874999999999999,0.2197506554049186,17742.812998771642,8.0,5.0,3808.786999999998,3239.5119999999947,691.8679999999999,94.47099999999999,,33.752000000000045,283.4260000000001,575.0580000000002,433.00999999999993,,382.8680000000001,,1,1,0,0,0,0,1,6.75,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,t = 13-16,6.649999999999999,0.39999999999999997,0.6458333333333333,0.1472127914668206,14124.97199845311,6.0,6.0,4004.291999999999,5031.665999999995,323.1459999999999,212.17899999999997,,102.93300000000005,428.61500000000007,589.1120000000002,301.13799999999986,,321.37700000000007,,1,1,1,0,0,0,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,t = 14-17,6.916666666666665,0.5166666666666666,0.6874999999999999,0.16513004220260258,10561.002998352042,5.0,6.0,3287.326999999999,5345.939999999999,406.18899999999985,275.38,,108.66100000000006,295.96200000000005,165.52100000000027,305.1099999999999,,429.82300000000004,,0,1,1,1,0,0,0,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,t = 15-18,6.849999999999999,0.5,0.6916666666666665,0.13886588152000393,18850.923998355847,8.0,5.0,22262.929999999997,7525.678000000003,2345.253,472.44800000000004,,104.57000000000005,419.856,346.48200000000026,245.46799999999985,,280.593,,0,0,1,1,1,0,0,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,t = 16-19,7.199999999999999,0.6333333333333333,0.7499999999999999,0.24078642168444628,16541.13599896429,9.0,5.0,21526.879,6786.789000000002,2271.268,369.654,,47.29700000000006,257.11999999999995,310.3050000000003,245.46799999999985,,216.34,,0,0,0,1,1,1,0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,t = 17-20,7.533333333333332,0.6833333333333333,0.8,0.31640468422492324,18632.892000436757,13.0,4.0,22620.195000000003,7711.681000000001,2111.22,374.752,,120.75000000000006,240.00599999999997,379.23900000000026,337.1739999999999,,336.22,,0,0,0,0,1,1,1,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,t = 18-21,7.3999999999999995,0.6833333333333333,0.7666666666666666,0.3294147754120826,16998.13100171086,10.0,5.0,7649.736000000004,7025.194000000002,953.8309999999998,202.67900000000006,,382.46100000000007,433.39799999999997,341.2440000000003,384.912,,443.298,,1,0,0,0,0,1,1,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,t = 19-22,7.133333333333333,0.6666666666666666,0.7499999999999999,0.2228829137471672,24286.784000635118,9.0,7.0,7798.424000000004,7938.022000000002,1208.9759999999999,253.99900000000005,,364.3450000000001,725.7689999999999,668.7620000000003,476.618,,1566.9659999999997,,1,1,0,0,0,0,1,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,t = 20-23,6.8,0.6333333333333333,0.7,0.13577402860012258,25179.601000785784,5.0,10.0,8035.481000000001,8124.346000000002,1145.9529999999997,426.07200000000006,,733.5410000000002,737.225,559.8110000000003,476.61799999999994,,2373.7059999999997,,1,1,1,0,0,0,0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,t = 21-24,6.833333333333333,0.6375,0.7291666666666666,0.1420154806228399,21910.86900043485,5.0,12.0,4875.858000000002,8692.195,494.0789999999999,383.857,,471.82100000000014,447.18100000000004,392.6970000000003,476.61799999999994,,2818.601,,0,1,1,1,0,0,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,t = 22-25,6.833333333333333,0.6708333333333333,0.7291666666666666,0.17033303464755056,20268.967001199682,13.0,9.0,8364.070000000002,9583.712000000003,842.0529999999999,310.59400000000005,,923.4180000000001,314.84000000000003,125.40200000000023,536.2599999999999,,1828.8190000000002,,0,0,1,1,1,0,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,t = 23-26,6.833333333333333,0.6319444444444444,0.7291666666666666,0.28344215760707925,23092.200001955014,28.0,7.0,10379.699000000006,10072.426000000005,843.7779999999998,149.53700000000006,,467.7300000000001,394.66300000000007,193.35000000000022,576.4259999999999,,853.3510000000001,,0,0,0,1,1,1,0,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,t = 24-27,7.133333333333333,0.6944444444444444,0.7666666666666666,0.26561808353300503,21515.999001264547,29.0,6.0,10231.214000000005,8391.380000000005,1172.4579999999999,175.60400000000004,,489.9460000000001,583.0480000000001,427.4340000000002,436.9819999999999,,826.4549999999999,,0,0,0,0,1,1,1,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,t = 25-28,7.066666666666666,0.6777777777777777,0.7499999999999999,0.23012301184841735,18879.463999509815,19.0,6.0,7134.185000000009,6901.043000000001,976.4409999999995,248.86700000000005,,116.44900000000007,1708.2060000000001,384.6180000000002,436.9819999999999,,870.3449999999999,,1,0,0,0,0,1,1,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,t = 26-29,7.066666666666666,0.6777777777777777,0.7499999999999999,0.10853611876339136,13794.699998378745,5.0,8.0,4198.382000000009,5389.852999999996,1276.9719999999995,287.58700000000005,,131.49800000000008,1900.4550000000002,474.15200000000027,301.13799999999986,,895.6349999999999,,1,1,0,0,0,0,1,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,t = 27-30,6.933333333333333,0.6277777777777778,0.7166666666666666,0.12490345592814223,16283.966999053942,4.0,8.0,4421.092000000009,5259.493999999997,987.7709999999997,283.463,,278.02400000000006,2203.1720000000005,356.05100000000033,297.16599999999994,,2620.1429999999996,,1,1,1,0,0,0,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,t = 28-31,6.999999999999999,0.6277777777777778,0.7333333333333333,0.09930205459338355,15001.31800055501,4.0,10.0,4539.066000000005,5190.621999999998,748.0079999999998,217.22900000000004,,211.15700000000004,916.8820000000005,346.2460000000003,285.26199999999994,,2657.0769999999998,,0,1,1,1,0,0,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,t = 29-32,6.999999999999999,0.6833333333333333,0.7333333333333333,0.13636853071307156,24712.480000257445,3.0,7.0,5024.8530000000055,5554.508000000001,548.9759999999998,119.25600000000004,,228.29500000000004,609.2140000000005,905.5430000000002,328.4549999999999,,2980.533999999999,,0,0,1,1,1,0,0,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,t = 30-33,7.133333333333333,0.7333333333333334,0.7666666666666666,0.11090306173567406,20160.428000211676,4.0,8.0,3954.2430000000045,4580.66,706.8469999999998,123.38000000000004,,57.65700000000004,342.1020000000006,822.6860000000003,332.4269999999999,,2112.423999999999,,0,0,0,1,1,1,0,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,t = 31-34,7.199999999999999,0.7333333333333334,0.7666666666666666,0.09804790134258147,16265.174000501594,6.0,7.0,2438.107000000005,2902.2450000000003,674.9359999999998,90.26700000000004,,60.38500000000004,385.07600000000065,828.1530000000004,232.20399999999987,,1839.128999999999,,0,0,0,0,1,1,1,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,t = 32-35,7.199999999999999,0.7125,0.7666666666666666,0.025129008392558577,2565.9800002574725,6.0,8.0,693.5850000000049,427.46500000000043,561.0509999999997,70.20500000000004,,28.189000000000036,368.8270000000007,134.51000000000036,344.3309999999999,,1943.2679999999991,,1,0,0,0,0,1,1,6.75,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,t = 33-36,6.983333333333332,0.6708333333333334,0.7499999999999999,0.08816232539039041,613.5329999923455,5.0,5.0,465.9790000000049,19.299000000000433,321.8179999999997,70.20500000000004,,52.30100000000002,110.56300000000071,118.42100000000039,344.3309999999999,,711.0229999999992,,1,0,1,0,0,0,1,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,t = 34-37,6.916666666666665,0.6875000000000001,0.7499999999999999,0.15322163015317566,13753.101999044395,3.0,4.0,2298.656000000005,5487.646,307.8209999999997,221.02600000000004,,361.25,88.94400000000068,173.5970000000004,301.1379999999999,,698.4299999999993,,1,0,1,1,0,0,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,t = 35-38,6.916666666666665,0.6805555555555557,0.7499999999999999,0.19813211254666294,26753.131998538945,3.0,3.0,4240.508000000004,8621.015999999998,620.7379999999997,461.39799999999997,,393.4460000000001,138.08300000000068,867.2400000000004,281.662,,594.2909999999991,,0,0,1,1,1,0,0,7.33333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,t = 36-39,7.11111111111111,0.7222222222222223,0.7499999999999999,0.24901414584185555,35613.29699921604,3.0,3.0,6269.838000000001,11933.073000000002,714.5429999999997,477.546,,438.7560000000001,663.4590000000006,1330.8480000000002,413.53400000000005,,542.5419999999991,,0,0,0,1,1,1,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,t = 37-40,7.11111111111111,0.6722222222222223,0.7499999999999999,0.22958892046679855,30569.044000148744,4.0,3.0,5835.323000000005,7853.643000000001,925.8899999999998,326.72499999999997,,191.2350000000001,851.1410000000006,1284.7260000000003,456.72700000000003,,663.5809999999991,,0,0,0,0,1,1,1,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,t = 38-41,7.11111111111111,0.7000000000000001,0.7499999999999999,0.22960099508151488,20479.724999666185,4.0,4.0,5118.556000000005,7066.380000000002,763.6619999999997,154.65200000000002,,174.0970000000001,851.1410000000005,561.0040000000002,320.883,,359.1219999999992,,1,0,0,0,0,1,1,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,t = 39-42,7.0,0.7000000000000001,0.7499999999999999,0.14307240537212523,25262.866997957215,19.0,7.0,9344.880000000043,8311.016,1179.4309999999998,149.554,,106.58000000000011,650.0830000000005,349.30500000000023,320.883,,368.7189999999992,,1,1,0,0,0,0,1,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,t = 40-43,7.0,0.75,0.7499999999999999,0.16905884080131658,22760.323997974385,22.0,7.0,9403.04400000004,8629.978999999996,982.0809999999998,192.85800000000003,,34.411000000000115,439.8270000000005,424.1960000000002,433.01,,318.8579999999992,,1,1,1,0,0,0,0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,t = 41-44,7.0,0.7083333333333334,0.7499999999999999,0.17578357494104957,24187.54899907111,24.0,9.0,10356.868000000037,11752.218999999996,817.1579999999998,145.636,,206.73800000000008,419.9590000000005,540.0900000000003,528.688,,202.37899999999922,,0,1,1,1,0,0,0,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,
,t = 0-3,5.6000000000000005,0.2152777777777775,0.5402777777777777,0.08079302362707534,23449.119001626972,9.0,11.0,3741.967,14643.235999999999,4385.402999999999,,,,350.404,2248.56,147.965,569.711,15.421999999999999,,0,1,1,1,0,0,0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,t = 1-4,6.3500000000000005,0.3819444444444444,0.6791666666666667,0.08578163641666325,40215.858001709006,8.0,7.0,4196.18,17313.837,3675.8109999999997,,,,268.58099999999996,3887.17,311.565,532.408,39.43,,0,0,1,1,1,0,0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,t = 2-5,6.083333333333333,0.4319444444444444,0.5958333333333333,0.08798071049073736,39708.84200096134,8.0,13.0,2916.7320000000004,17253.278000000002,3770.984,,,,535.429,4231.093,779.8539999999999,391.68,52.653999999999996,,0,0,0,1,1,1,0,7.75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,t = 3-6,6.916666666666667,0.5111111111111111,0.7416666666666667,0.09264931164767524,39172.59199762348,8.0,16.0,2104.2590000000005,18057.052999999967,3274.3170000000005,,,,561.331,3911.714,943.4539999999998,549.148,76.66199999999999,,0,0,0,0,1,1,1,8.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,t = 4-7,7.25,0.525,0.7416666666666667,0.08425139086867887,26739.61399602891,10.0,21.0,2658.7870000000007,17178.08599999997,3004.5470000000005,,,,659.6999999999999,2585.913,837.0649999999999,604.533,52.653999999999996,,1,0,0,0,0,1,1,7.66666666666667,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,t = 5-8,7.805555555555557,0.5166666666666667,0.8194444444444442,0.10160246924729964,28236.24099349974,12.0,17.0,3260.618000000001,18244.945999999967,2638.6720000000005,,,,945.4649999999998,2795.7810000000004,353.753,697.013,52.653999999999996,,1,1,0,0,0,0,1,6.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,t = 6-9,7.422222222222224,0.5166666666666667,0.7444444444444441,0.10613363037075296,27223.15499663351,16.0,17.0,4961.222000000001,15053.942000000001,3280.1930000000007,,,,936.0489999999999,2700.141,392.89000000000004,396.48,27.474,,1,1,1,0,0,0,0,6.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,t = 7-10,7.022222222222225,0.4916666666666667,0.6944444444444442,0.10911296033446832,31414.778997182846,14.0,16.0,5453.887999999997,16814.030000000002,3028.7050000000004,,,,807.6819999999998,4418.039000000003,386.44300000000004,396.48,21.267,,0,1,1,1,0,0,0,8.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,t = 8-11,7.216666666666669,0.5541666666666667,0.7083333333333334,0.09703127389661159,31882.372000694286,11.0,21.0,6982.191999999996,14123.135000000002,3698.7980000000007,,,,395.96499999999986,4840.813000000005,902.602,494.6410000000001,21.267000000000003,,0,0,1,1,1,0,0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,t = 9-12,7.350000000000001,0.5541666666666667,0.7416666666666667,0.07655864798535313,33267.54600048069,6.0,22.0,6343.383999999997,11549.621000000001,7784.584,,,,670.5959999999999,5650.013000000004,1006.6129999999999,466.89300000000003,21.267,,0,0,0,1,1,1,0,6.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,t = 10-13,7.150000000000001,0.5541666666666667,0.7416666666666667,0.06751638543205898,32298.559001445785,6.0,15.0,6140.471000000006,10861.027,8129.799,,,,681.3419999999999,4659.200000000001,1220.895,501.51500000000004,51.482,,0,0,0,0,1,1,1,4.33333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,t = 11-14,5.844444444444444,0.45,0.5333333333333333,0.051938463513647316,32501.96399998665,10.0,7.0,5151.794000000006,11049.542,9761.596000000001,,,,497.7409999999998,5055.618000000001,781.6579999999999,347.0540000000001,51.482,,1,0,0,0,0,1,1,6.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,t = 12-15,5.711111111111111,0.35,0.5166666666666666,0.06490059833773709,36626.937999486916,10.0,10.0,4671.684000000006,16522.178,9157.739000000001,,,,174.57299999999978,4639.518000000001,496.0849999999998,677.6720000000001,51.482,,1,1,0,0,0,0,1,5.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,t = 13-16,5.477777777777778,0.22916666666666669,0.5041666666666667,0.09610526265867923,41217.11099791528,21.0,13.0,6846.786999999999,16607.869000000002,10274.417000000001,,,,208.5519999999998,4325.341000000001,941.4999999999999,637.859,34.49,,1,1,1,0,0,0,0,6.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,t = 14-17,6.100000000000001,0.2791666666666667,0.6041666666666666,0.1090710626790291,36102.71499800684,21.0,20.0,6234.678999999999,15863.508000000002,10357.888,,,,205.75099999999978,2718.307000000002,999.0129999999999,571.5939999999999,383.693,,0,1,1,1,0,0,0,6.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,t = 15-18,6.066666666666667,0.30000000000000004,0.6541666666666667,0.09869376878568716,31426.594000339508,25.0,14.0,5819.504,13409.551000000001,7276.510000000001,,,,381.9129999999998,2966.958000000002,1028.0040000000001,307.241,741.084,,0,0,1,1,1,0,0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,t = 16-19,6.233333333333334,0.4375,0.6888888888888889,0.12373347814923018,23473.917001485806,21.0,15.0,3886.106000000002,10567.911000000002,5921.395000000001,,,,396.20999999999975,3259.4360000000015,465.837,419.82099999999997,727.86,,0,0,0,1,1,1,0,6.75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,t = 17-20,6.416666666666668,0.4083333333333333,0.7555555555555555,0.11241757371259942,23057.47300219534,18.0,10.0,3714.4700000000025,9111.392000000002,4448.709000000002,,,,461.00899999999973,4148.1230000000005,814.7139999999999,388.984,365.43299999999994,,0,0,0,0,1,1,1,5.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,t = 18-21,6.050000000000002,0.42083333333333334,0.6555555555555556,0.12271550227758347,29889.90799999237,16.0,9.0,4823.915000000003,9709.469000000001,8459.901000000002,,,,462.8699999999997,6837.1179999999995,1475.009,310.654,33.2219999999999,,1,0,0,0,0,1,1,6.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,t = 19-22,6.316666666666669,0.35416666666666663,0.65,0.0712136488262498,34239.23599982264,8.0,6.0,3703.0509999999995,15541.580000000002,8891.899000000001,,,,521.6809999999997,6131.762,1581.1119999999999,540.757,33.22299999999991,,1,1,0,0,0,0,1,6.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,t = 20-23,6.200000000000003,0.33333333333333337,0.6166666666666667,0.07603846104396483,40314.02099823954,8.0,5.0,3648.381,15080.487000000001,7674.396000000002,,,,527.3829999999998,5173.552000000001,1025.081,509.335,38.25899999999991,,1,1,1,0,0,0,0,6.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,t = 21-24,6.466666666666669,0.4166666666666667,0.6555555555555556,0.08218318480872987,29070.337999582305,9.0,8.0,2481.7560000000003,10741.78,3855.1430000000014,,,,335.12699999999984,2861.978000000001,335.7949999999999,459.1409999999999,8.042999999999907,,0,1,1,1,0,0,0,3.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,t = 22-25,5.366666666666668,0.4916666666666667,0.5222222222222223,0.0794771410979851,21578.928001165394,13.0,7.0,2027.9270000000006,4968.805,3380.720000000001,,,,197.1269999999998,2418.638000000001,335.7949999999999,349.24899999999997,38.2579999999999,,0,0,1,1,1,0,0,6.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,t = 23-26,5.36666666666667,0.5916666666666667,0.5347222222222222,0.10692500829532903,22646.963002204924,13.0,15.0,2780.9900000000002,8009.662,7656.341,,,,258.40299999999985,3355.698000000001,755.996,399.443,395.6489999999999,,0,0,0,1,1,1,0,6.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,t = 24-27,5.4666666666666694,0.5375,0.5625,0.0793787119990327,25166.683003425624,12.0,12.0,2719.1690000000003,9682.454000000007,7343.878000000001,,,,259.47299999999984,3061.262000000001,898.4209999999999,461.702,401.8569999999999,,0,0,0,0,1,1,1,6.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,t = 25-28,6.36666666666667,0.4791666666666667,0.6791666666666667,0.06760233478147899,27754.451002597838,9.0,12.0,3172.0720000000006,10379.996000000008,9966.601,,,,310.91799999999984,3286.154000000001,950.772,566.4029999999999,384.86499999999995,,1,0,0,0,0,1,1,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,t = 26-29,6.233333333333337,0.4,0.6583333333333333,0.023098846806231393,21681.636002063777,8.0,7.0,2050.4010000000007,10508.748000000009,5739.992000000002,,,,206.25199999999984,3175.6190000000006,676.0970000000001,516.209,28.645999999999958,,1,1,0,0,0,0,1,4.75,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,t = 27-30,5.650000000000003,0.31666666666666665,0.49166666666666664,0.05297770544511693,22552.944000244173,5.0,14.0,3273.673000000001,13438.758000000002,5117.473000000002,,,,568.8149999999998,2795.5190000000002,544.7470000000002,453.9499999999999,384.86499999999995,,1,1,1,0,0,0,0,3.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,t = 28-31,4.850000000000004,0.23333333333333334,0.425,0.08122340815181174,25539.388999700575,4.0,17.0,3653.7140000000013,15219.872000000001,3814.1390000000024,,,,552.4859999999999,3443.3320000000003,386.29300000000006,142.69099999999995,384.86499999999995,,0,1,1,1,0,0,0,5.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,t = 29-32,4.583333333333337,0.21249999999999997,0.35,0.09043900053121624,23379.31900024414,4.0,14.0,4100.691000000002,13285.33,3586.715000000002,,,,622.88,2623.082000000001,233.722,174.11299999999994,384.86499999999995,,0,0,1,1,1,0,0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,t = 30-33,5.333333333333337,0.3375,0.4958333333333333,0.05616215061696755,16426.955000638958,4.0,7.0,2367.7720000000013,8555.886999999997,2793.412000000002,,,,312.8419999999999,1992.295000000001,365.07200000000006,224.30699999999993,28.645999999999958,,0,0,0,1,1,1,0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,t = 31-34,5.06666666666667,0.27083333333333337,0.4458333333333333,0.04573371370547974,15330.559001922591,9.0,8.0,1225.258000000001,6722.161999999997,1161.8940000000018,,,,247.65699999999993,1879.258000000001,216.77800000000002,210.1389999999999,20.45799999999996,,0,0,0,0,1,1,1,6.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,t = 32-35,5.533333333333338,0.3208333333333333,0.5458333333333333,0.05057216483115657,17982.679000139222,9.0,9.0,1381.332000000001,8680.340999999995,2631.8500000000013,,,,202.09599999999992,3866.480000000001,900.6,234.1019999999999,14.250999999999957,,1,0,0,0,0,1,1,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,t = 33-36,5.200000000000004,0.2833333333333333,0.5166666666666666,0.07986040195581735,21640.435999155037,9.0,10.0,2215.7890000000007,10326.013999999992,4144.072000000001,,,,227.6929999999999,3600.2060000000006,787.7640000000001,571.5939999999999,38.25899999999996,,1,1,0,0,0,0,1,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,t = 34-37,6.200000000000004,0.39444444444444443,0.6416666666666666,0.07604972894394113,26710.05199837687,8.0,7.0,3571.819000000001,16029.535999999991,4623.761000000001,,,,369.31999999999994,4149.317000000002,868.0720000000001,899.8749999999999,395.6499999999999,,1,1,1,0,0,0,0,5.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,t = 35-38,5.86666666666667,0.3777777777777777,0.6083333333333333,0.10811660987445838,20665.02599954608,10.0,5.0,2955.8270000000007,14074.14899999999,4549.720000000001,,,,438.80299999999994,1732.4550000000017,440.83200000000016,906.7489999999999,395.6499999999999,,0,1,1,1,0,0,0,3.3333333333333304,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
,t = 36-39,4.977777777777779,0.42222222222222217,0.5194444444444444,0.10313377143256819,20400.007000207916,14.0,4.0,2733.100000000001,13407.752999999995,4283.376000000001,,,,344.60999999999996,2481.688000000002,538.3620000000002,609.0699999999999,378.65799999999996,,0,0,1,1,1,0,0,5.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
